cluster_name,cluster_context,cluster_server,record_type,name,namespace,detail_1,detail_2,detail_3,detail_4,detail_5,detail_6
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,image_config,cluster,,registry.redhat.io;quay.io/openshift-release-dev;quay.example.com,docker.io;gcr.io,,registry.redhat.io;quay.example.com,registry-trusted-ca,true
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,cluster_image_policy,prod-signed-images,,quay.example.com/prod;registry.redhat.io,true,true,true,sigstore,
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,image_content_source_policy,prod-mirrors,,4,registry.redhat.io;quay.io;docker.io;gcr.io,quay.example.com/mirror,,,
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,admission_plugin,ImagePolicyWebhook,,true,fail-on-deny,,,,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,image_config,cluster,,registry.redhat.io;quay.io/openshift-release-dev;quay.example.com,docker.io,,registry.redhat.io;quay.example.com,registry-trusted-ca,true
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,cluster_image_policy,staging-signed-images,,quay.example.com/staging;registry.redhat.io,true,true,true,sigstore,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,image_content_source_policy,staging-mirrors,,3,registry.redhat.io;quay.io;docker.io,quay.example.com/mirror,,,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,admission_plugin,ImagePolicyWebhook,,true,fail-on-deny,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,image_config,cluster,,,,,,,false
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,admission_plugin,ImagePolicyWebhook,,false,,,,,
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,image_config,cluster,,registry.redhat.io;quay.io/openshift-release-dev;quay.example.com,docker.io;gcr.io,,registry.redhat.io;quay.example.com,registry-trusted-ca,true
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,cluster_image_policy,prod-signed-images,,quay.example.com/prod;registry.redhat.io,true,true,true,sigstore,
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,image_content_source_policy,prod-mirrors,,4,registry.redhat.io;quay.io;docker.io;gcr.io,quay.example.com/mirror,,,
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,admission_plugin,ImagePolicyWebhook,,true,fail-on-deny,,,,
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,image_config,cluster,,registry.redhat.io;quay.io/openshift-release-dev;quay.example.com,docker.io;gcr.io,,registry.redhat.io;quay.example.com,registry-trusted-ca,true
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,cluster_image_policy,prod-signed-images,,quay.example.com/prod;registry.redhat.io,true,true,true,sigstore,
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,image_content_source_policy,prod-mirrors,,4,registry.redhat.io;quay.io;docker.io;gcr.io,quay.example.com/mirror,,,
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,admission_plugin,ImagePolicyWebhook,,true,fail-on-deny,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,image_config,cluster,,registry.redhat.io;quay.io/openshift-release-dev;quay.example.com,docker.io,,registry.redhat.io;quay.example.com,registry-trusted-ca,true
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,cluster_image_policy,staging-signed-images,,quay.example.com/staging;registry.redhat.io,true,true,true,sigstore,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,image_content_source_policy,staging-mirrors,,3,registry.redhat.io;quay.io;docker.io,quay.example.com/mirror,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,admission_plugin,ImagePolicyWebhook,,true,fail-on-deny,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,image_config,cluster,,registry.redhat.io;quay.io/openshift-release-dev;quay.example.com,docker.io,,registry.redhat.io;quay.example.com,registry-trusted-ca,true
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,cluster_image_policy,staging-signed-images,,quay.example.com/staging;registry.redhat.io,true,true,true,sigstore,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,image_content_source_policy,staging-mirrors,,3,registry.redhat.io;quay.io;docker.io,quay.example.com/mirror,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,admission_plugin,ImagePolicyWebhook,,true,fail-on-deny,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,image_config,cluster,,,,,,,false
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,admission_plugin,ImagePolicyWebhook,,false,,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,image_config,cluster,,,,,,,false
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,admission_plugin,ImagePolicyWebhook,,false,,,,,
