cluster_name,cluster_context,cluster_server,record_type,name,namespace,detail_1,detail_2,detail_3,detail_4,detail_5,detail_6
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,etcd_encryption,cluster,,aescbc,42,2025-02-19T10:00:00Z,secrets;configmaps,true,
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,storage_class,gp3-encrypted,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,true,Delete,WaitForFirstConsumer
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,false,Delete,WaitForFirstConsumer
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,machine_config_luks,master-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,machine_config_luks,worker-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,persistent_volume,pvc-payments-data,payments-prod,gp3-encrypted,true,10Gi,ReadWriteOnce,,
ocp-prod-east,admin/api-ocp-prod-east:6443,https://api.ocp-prod-east.example.com:6443,persistent_volume,pvc-billing-data,billing-app,gp3-encrypted,true,20Gi,ReadWriteOnce,,
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,etcd_encryption,cluster,,aescbc,42,2025-02-19T10:00:00Z,secrets;configmaps,true,
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,storage_class,gp3-encrypted,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,true,Delete,WaitForFirstConsumer
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,false,Delete,WaitForFirstConsumer
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,machine_config_luks,master-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,machine_config_luks,worker-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,persistent_volume,pvc-payments-data,payments-prod,gp3-encrypted,true,10Gi,ReadWriteOnce,,
ocp-prod-west,admin/api-ocp-prod-west:6443,https://api.ocp-prod-west.example.com:6443,persistent_volume,pvc-billing-data,billing-app,gp3-encrypted,true,20Gi,ReadWriteOnce,,
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,etcd_encryption,cluster,,aescbc,42,2025-02-19T10:00:00Z,secrets;configmaps,true,
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,storage_class,gp3-encrypted,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,true,Delete,WaitForFirstConsumer
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,false,Delete,WaitForFirstConsumer
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,machine_config_luks,master-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,machine_config_luks,worker-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,persistent_volume,pvc-payments-data,payments-prod,gp3-encrypted,true,10Gi,ReadWriteOnce,,
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,persistent_volume,pvc-billing-data,billing-app,gp3-encrypted,true,20Gi,ReadWriteOnce,,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,etcd_encryption,cluster,,aescbc,42,2025-02-19T10:00:00Z,secrets;configmaps,true,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,storage_class,gp3-encrypted,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,true,Delete,WaitForFirstConsumer
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,false,Delete,WaitForFirstConsumer
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,machine_config_luks,master-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,machine_config_luks,worker-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,persistent_volume,pvc-payments-data,payments-prod,gp3-encrypted,true,10Gi,ReadWriteOnce,,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,persistent_volume,pvc-billing-data,billing-app,gp3-encrypted,true,20Gi,ReadWriteOnce,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,etcd_encryption,cluster,,aescbc,42,2025-02-19T10:00:00Z,secrets;configmaps,true,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,storage_class,gp3-encrypted,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,true,Delete,WaitForFirstConsumer
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,false,Delete,WaitForFirstConsumer
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,machine_config_luks,master-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,machine_config_luks,worker-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,persistent_volume,pvc-payments-data,payments-prod,gp3-encrypted,true,10Gi,ReadWriteOnce,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,persistent_volume,pvc-billing-data,billing-app,gp3-encrypted,true,20Gi,ReadWriteOnce,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,etcd_encryption,cluster,,aescbc,42,2025-02-19T10:00:00Z,secrets;configmaps,true,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,storage_class,gp3-encrypted,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,true,Delete,WaitForFirstConsumer
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,true,arn:aws:kms:us-east-1:111122223333:key/aaaa-bbbb,false,Delete,WaitForFirstConsumer
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,machine_config_luks,master-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,machine_config_luks,worker-luks,,https://tang.example.com:7500,tang,true,rd.luks.options=discard,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,persistent_volume,pvc-payments-data,payments-prod,gp3-encrypted,true,10Gi,ReadWriteOnce,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,persistent_volume,pvc-billing-data,billing-app,gp3-encrypted,true,20Gi,ReadWriteOnce,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,etcd_encryption,cluster,,identity,,,,false,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,false,,true,Delete,Immediate
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,persistent_volume,pvc-dev-data,dev-team-a,gp3-csi,false,5Gi,ReadWriteOnce,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,etcd_encryption,cluster,,identity,,,,false,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,false,,true,Delete,Immediate
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,persistent_volume,pvc-dev-data,dev-team-a,gp3-csi,false,5Gi,ReadWriteOnce,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,etcd_encryption,cluster,,identity,,,,false,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,storage_class,gp3-csi,,ebs.csi.aws.com,false,,true,Delete,Immediate
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,persistent_volume,pvc-dev-data,dev-team-a,gp3-csi,false,5Gi,ReadWriteOnce,,
